flow,totalMs,domMs,loginProcessingMs,timestamp
loginFlow,35534,20112,11021,2025-06-03T12:33:02.934Z
ticketFlow,17375,3741,4972,5282,27,39,10111,1488,NaN,0,2025-06-03T12:33:20.310Z
